hcp_id,hcp_name,hcp_address,hcp_specialty,total_patients,diagnosed_patients,treated_patients,male_patients,female_patients,unknown_patients,new_patients,claims_count,male_claims,female_claims,unknown_claims,nrx,trx,cash,commercial,Aetna,Blue Cross,Cigna,UnitedHealthcare,Medicare,Medicaid,BrandA,BrandB,BrandC,planned_calls,calls_made,patient_count_2024-01,patient_count_2024-02,patient_count_2024-03,patient_count_2024-04,patient_count_2024-05,patient_count_2024-06,patient_count_2024-07,patient_count_2024-08,patient_count_2024-09,patient_count_2024-10,patient_count_2024-11,patient_count_2024-12,claim_count_2024-01,claim_count_2024-02,claim_count_2024-03,claim_count_2024-04,claim_count_2024-05,claim_count_2024-06,claim_count_2024-07,claim_count_2024-08,claim_count_2024-09,claim_count_2024-10,claim_count_2024-11,claim_count_2024-12,notes,call_date
HCP2147,Rose Davidson,"5712 Elizabeth Road, Port David, TN 73489, South Katherine, Oklahoma 79640",Radiology,290,216,204,97,20,173,83,158,110,21,27,27,54,22,973,280,237,15,196,120,125,0,76,14,9,1,3,24,13,14,3,21,11,22,9,7,24,15,11,0,2,1,5,12,13,11,2,6,11,5,HCP has confirmed patient with Disease A.,2025-05-29
HCP2148,Jessica Mitchell,"34251 Robin Junctions Apt. 233, Sharonburgh, IL 13775, New Arthurmouth, Delaware 40303",Radiology,327,217,95,12,201,114,100,153,60,42,51,59,140,81,982,118,81,284,270,115,114,126,87,151,19,1,22,3,22,20,20,10,27,17,10,19,24,13,8,7,4,1,12,4,6,8,3,7,7,12,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND B was -10.0 percent (126 scripts) in the past 1 year.",2025-03-29
HCP2149,Heidi Sanders,"3756 Williams Run, Brandiville, AK 05067, New Aaronstad, Maine 89021",Oncology,503,78,47,306,4,193,237,474,83,287,104,79,145,231,1799,445,109,418,431,2,394,402,292,145,19,14,7,18,4,15,40,10,16,41,2,18,11,7,19,0,12,10,12,29,33,1,28,3,4,10,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND B was 177.2 percent (402 scripts) in the past 1 year.",2025-04-23
HCP2150,Noah Raymond,"324 Allen Crossroad, New Nicole, VI 21753, East Jose, Colorado 55204",Psychiatry,180,178,150,150,27,3,79,101,69,18,14,30,34,35,473,18,96,69,143,92,55,47,72,16,17,10,4,1,9,2,13,9,8,9,1,2,15,9,2,2,0,1,8,7,3,6,7,1,5,1,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND B was 38.2 percent (47 scripts) in the past 1 year.",2025-07-25
HCP2151,Virginia Bennett,"9075 David Roads, Kristimouth, OR 88832, North Michelle, Utah 29224",Pediatrics,657,79,55,230,274,153,38,438,80,110,248,272,342,96,2449,218,535,570,260,234,632,227,425,116,10,0,10,25,53,21,19,28,28,24,49,10,7,0,4,26,27,10,34,33,20,11,7,8,28,18,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND B was -33.6 percent (227 scripts) in the past 1 year.",2025-11-24
HCP2152,Nicolas Parsons,"23887 Carey Ridge, Paulashire, AS 97590, Reyesstad, New Mexico 43138",Cardiology,285,117,102,36,21,228,40,117,18,92,7,44,44,49,1077,134,120,96,242,251,234,4,69,11,16,6,18,3,5,13,13,7,8,13,14,13,4,12,3,1,4,7,6,0,3,1,4,5,0,1,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND B was -90.9 percent (4 scripts) in the past 1 year.",2025-08-30
HCP2153,Peter Hayes,"4515 Griffin Fork Suite 462, South Nicolas, ME 05141, Lake Michaelfort, Michigan 33508",Neurology,168,107,31,69,15,84,62,154,149,2,3,80,154,24,541,45,154,41,57,98,146,53,102,64,18,16,13,3,6,7,2,9,8,7,10,5,7,8,8,6,0,11,11,12,7,12,10,12,11,7,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND B was -65.6 percent (53 scripts) in the past 1 year.",2025-12-04
HCP2154,Martin Green MD,"01849 Harris Haven, Romerofurt, KY 91050, Ortizfurt, Georgia 04493",Endocrinology,970,761,709,754,46,170,352,683,243,315,125,56,72,28,2978,854,379,90,457,717,481,629,342,479,15,2,29,25,78,44,34,23,70,22,1,77,26,5,24,12,8,23,39,0,50,38,41,15,42,42,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND B was 773.6 percent (629 scripts) in the past 1 year.",2025-05-25
HCP2155,Leon Morgan III,"258 Brandi Center, Stevenbury, FM 19417, South Maryville, New York 21349",Neurology,273,262,63,172,90,11,39,60,17,38,5,28,52,47,691,11,77,118,23,197,265,49,6,29,8,5,18,10,19,4,8,10,15,17,6,17,2,21,0,1,5,3,4,2,4,4,2,4,4,2,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND B was -5.8 percent (49 scripts) in the past 1 year.",2025-04-05
HCP2156,Kevin Washington,"4778 Lisa Ville, Christinestad, MH 38432, New Susan, Oregon 44963",Endocrinology,122,63,59,51,44,27,36,87,15,51,21,37,78,59,364,89,34,75,89,75,2,9,4,86,7,0,6,10,5,10,3,6,4,7,5,8,1,6,5,6,5,0,2,6,0,7,7,0,2,6,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND B was -88.5 percent (9 scripts) in the past 1 year.",2025-07-05
HCP2157,Tyler Adkins,"82376 Cindy Summit, New Theresaburgh, GA 15626, Juantown, Vermont 00823",Radiology,589,528,333,254,249,86,223,308,248,7,53,283,294,146,1481,133,52,432,563,238,63,264,258,252,6,4,41,12,31,15,7,27,33,12,38,28,33,2,20,20,19,11,23,17,20,5,5,5,12,17,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND B was -10.2 percent (264 scripts) in the past 1 year.",2025-07-17
HCP2158,Travis Frederick,"1061 Christopher Lights, Tiffanyton, WV 36654, Floresstad, Pennsylvania 07171",Oncology,115,103,98,44,46,25,39,60,35,4,21,41,59,11,230,6,3,26,37,88,70,31,59,7,13,7,3,7,7,3,7,1,3,0,2,0,6,0,0,4,2,5,2,4,1,1,1,0,4,3,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND B was -47.5 percent (31 scripts) in the past 1 year.",2025-04-27
HCP2159,Jamie Trujillo,"1878 Jason Springs Suite 595, South Brooke, IL 94322, South Kristie, Kentucky 59486",Radiology,115,87,39,36,54,25,49,66,63,3,0,42,44,43,244,111,3,0,18,79,33,8,4,61,6,3,5,5,4,8,2,3,4,7,7,4,9,6,1,4,5,3,2,3,4,5,1,2,1,5,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND B was -81.8 percent (8 scripts) in the past 1 year.",2025-12-16
HCP2160,Robyn Salinas,"Unit 6051 Box 3735, DPO AP 36610, New Nicholasfurt, Kentucky 39572",Urology,280,218,178,235,34,11,74,208,135,71,2,135,136,110,806,115,19,94,134,248,196,65,108,36,5,2,1,5,14,22,4,3,6,12,2,16,0,22,2,0,8,15,14,15,17,7,1,12,3,9,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND B was -52.2 percent (65 scripts) in the past 1 year.",2025-03-20
HCP2161,Steven Mahoney,"47186 Melissa Lane, West Lisahaven, UT 66076, Comptonview, Louisiana 28756",Neurology,779,65,42,434,168,177,243,268,24,155,89,215,252,214,2622,327,234,636,535,527,363,142,221,25,7,5,2,64,24,35,51,38,13,12,23,17,12,42,21,3,3,2,9,15,0,4,8,1,15,18,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND B was -43.7 percent (142 scripts) in the past 1 year.",2025-02-08
HCP2162,Amanda Briggs,"36768 Kara Wall Suite 151, North Kimberlyfurt, SC 66358, Port Christopher, Kentucky 73700",Neurology,454,261,205,18,108,328,52,290,198,68,24,139,231,61,1560,428,81,434,210,161,246,90,132,235,12,7,37,24,3,9,9,14,20,0,11,21,30,6,0,8,20,20,5,21,16,1,22,2,17,12,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND B was -61.0 percent (90 scripts) in the past 1 year.",2025-01-14
HCP2163,Jessica Frank,"81150 Anita Port Suite 999, Port David, OH 29843, Aprilchester, West Virginia 56593",Urology,463,75,70,250,75,138,50,388,87,68,233,318,380,27,1603,393,164,412,437,96,101,285,161,49,11,1,9,11,29,9,18,6,0,20,21,27,7,5,15,22,14,0,30,5,29,27,8,7,31,30,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND B was -25.0 percent (285 scripts) in the past 1 year.",2025-09-08
HCP2164,Rebekah Tucker,"0647 Jessica Centers, East Timothy, MI 19344, Hendrixmouth, California 88860",Radiology,155,144,110,96,11,48,69,80,13,16,51,39,73,0,415,127,114,18,31,68,57,18,33,27,13,9,9,6,3,5,2,2,2,3,9,11,10,4,3,1,2,0,6,3,3,0,4,2,2,5,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND B was -75.3 percent (18 scripts) in the past 1 year.",2025-04-29
HCP2165,Christopher Lee,"848 Cannon Mill, West Danielleview, UT 11887, Jonathanview, New Jersey 10670",Oncology,690,97,89,157,464,69,257,647,362,105,180,99,386,1,1135,567,183,35,139,57,154,638,5,541,17,4,52,53,56,41,18,55,21,56,56,48,50,37,12,31,22,35,35,47,47,5,49,12,32,1,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND B was 65.3 percent (638 scripts) in the past 1 year.",2025-03-06
HCP2166,Joseph Williams,"16593 Reyes Coves Suite 774, South Aaron, NJ 43845, Lake Jamesland, Washington 49396",Radiology,921,851,567,148,621,152,168,858,182,666,10,389,706,199,3223,589,272,725,700,258,679,122,791,462,10,4,72,20,9,44,8,70,38,73,21,48,9,66,25,57,50,14,58,51,32,5,11,13,62,21,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND B was -82.7 percent (122 scripts) in the past 1 year.",2025-06-04
HCP2167,Molly Flynn,"Unit 3708 Box 0716, DPO AA 18641, Kevinton, Vermont 72327",Oncology,738,541,521,600,5,133,199,246,31,69,146,133,246,90,2343,534,457,240,212,363,537,177,222,46,13,10,14,13,21,45,14,44,9,56,12,12,42,16,18,18,7,10,20,13,0,1,3,6,9,14,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND B was -28.0 percent (177 scripts) in the past 1 year.",2025-10-24
HCP2168,Kari Jones,"040 Sawyer Vista, Sabrinafort, ID 14435, Steventown, Michigan 60906",Radiology,873,142,59,652,176,45,377,675,278,378,19,94,433,55,2509,274,633,318,378,185,721,607,359,652,13,13,32,50,12,17,27,66,22,62,33,70,4,42,36,8,3,3,44,31,40,40,36,43,18,21,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND B was 40.2 percent (607 scripts) in the past 1 year.",2025-01-07
HCP2169,Edward Johnson,"0840 Stevens Avenue Suite 141, Christinaside, WY 09033, Lindsayhaven, Georgia 87593",Urology,130,65,30,105,5,20,58,127,103,12,12,79,109,61,419,99,80,120,21,54,45,4,66,114,8,8,1,8,2,2,2,8,4,1,0,1,6,0,2,10,0,5,0,4,3,4,9,0,4,9,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND B was -96.3 percent (4 scripts) in the past 1 year.",2025-10-11
HCP2170,Lauren Johnson,"218 Ellis Lock, Lake Oliviamouth, AS 92415, South Jamesville, Utah 24666",Pediatrics,124,111,98,14,49,61,56,98,75,21,2,17,51,18,425,83,121,122,37,9,53,60,26,31,12,1,1,1,8,8,7,3,1,10,1,4,2,7,1,1,7,1,3,0,4,5,0,6,3,3,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND B was 17.6 percent (60 scripts) in the past 1 year.",2025-03-20
HCP2171,Justin Gonzalez,"66827 Acosta Streets Suite 353, Johnsonborough, ND 12446, North Huntertown, Idaho 31255",Oncology,572,213,42,99,95,378,186,454,56,376,22,173,413,12,1891,250,173,467,371,311,319,207,375,422,13,0,24,19,39,9,25,7,34,3,44,41,9,26,17,18,0,26,19,3,17,27,18,5,1,25,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND B was -49.9 percent (207 scripts) in the past 1 year.",2025-10-09
HCP2172,Denise Bell,"86246 Hernandez Cove, East Emilyland, IL 78705, Nancytown, South Carolina 91447",Radiology,194,148,139,182,9,3,26,193,39,65,89,137,153,44,663,86,81,87,163,54,192,150,87,80,17,8,9,12,8,2,10,9,2,6,0,6,12,10,8,3,4,2,14,12,6,15,5,0,15,0,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND B was -2.0 percent (150 scripts) in the past 1 year.",2025-11-03
HCP2173,Angela Miller,"USNV Hernandez, FPO AE 01467, East Jasonberg, Kansas 76975",Radiology,700,117,59,271,275,154,187,592,69,457,66,502,520,137,2251,640,323,261,665,257,105,549,272,500,12,6,13,29,26,44,25,23,47,3,17,50,22,33,26,42,32,7,27,47,7,40,20,2,3,5,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND B was 5.6 percent (549 scripts) in the past 1 year.",2025-02-15
HCP2174,Billy Jones,"2821 Evans Curve Suite 696, North Michealmouth, RI 55729, Mathewsville, Nebraska 59239",Oncology,840,795,268,185,488,167,354,520,361,14,145,272,312,119,2768,406,307,605,318,409,723,9,453,293,13,2,66,63,7,6,49,1,23,47,33,9,46,4,43,29,41,42,4,30,5,21,3,15,1,18,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND B was -97.1 percent (9 scripts) in the past 1 year.",2025-12-05
HCP2175,Elizabeth Crawford,"969 Ian Coves, Kellyberg, MH 06340, Kylefort, Mississippi 60272",Radiology,480,64,46,168,55,257,176,113,6,43,64,18,41,120,1080,387,20,279,69,239,86,104,36,80,10,4,17,30,1,30,16,31,34,39,4,33,1,30,5,2,2,2,4,4,7,7,5,5,4,1,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND B was 153.7 percent (104 scripts) in the past 1 year.",2025-12-23
HCP2176,Seth Walters,"PSC 7288, Box 7839, APO AP 86015, Christopherstad, North Carolina 25005",Cardiology,344,105,88,145,168,31,102,222,191,25,6,99,135,163,1044,194,66,218,310,166,90,38,182,195,15,15,10,7,8,23,27,20,13,0,24,23,20,5,16,10,9,9,3,12,3,6,16,1,2,11,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND B was -71.9 percent (38 scripts) in the past 1 year.",2025-01-21
HCP2177,Michele Newman,"7601 Finley Freeway, East Leonardfort, AS 06240, South Nicholas, Connecticut 29806",Cardiology,680,520,137,561,65,54,234,646,26,74,546,391,608,174,2149,202,390,280,407,351,519,588,119,620,8,5,2,5,33,6,35,2,48,17,35,36,32,52,6,12,25,48,44,17,36,7,29,18,21,35,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND B was -3.3 percent (588 scripts) in the past 1 year.",2025-10-03
HCP2178,Daniel Vasquez,"48713 Davila Passage, Port Logan, HI 10050, New Jessicaburgh, Montana 71617",Pediatrics,632,457,162,222,253,157,179,609,333,173,103,39,577,184,1460,392,252,80,164,65,507,52,487,595,19,6,44,31,7,12,22,17,33,50,33,16,44,34,21,42,36,20,29,9,40,15,22,36,8,33,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND B was -91.0 percent (52 scripts) in the past 1 year.",2025-05-13
HCP2179,Jennifer Rivers,"285 Robinson Viaduct Suite 558, South Patrick, VI 90908, West Robertchester, Wyoming 12771",Pediatrics,703,641,505,400,24,279,145,466,165,140,161,125,285,279,1517,148,69,465,31,489,315,13,32,55,7,4,51,19,33,14,48,39,40,8,34,48,37,7,8,28,12,2,6,15,2,22,24,11,27,30,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND B was -95.4 percent (13 scripts) in the past 1 year.",2025-04-29
HCP2180,Jessica Lopez,"7645 Kerr Street, Shaneton, CA 59215, Hernandezland, Missouri 89720",Pediatrics,325,259,52,230,47,48,126,239,210,22,7,147,216,0,989,63,128,301,300,158,39,144,18,168,7,1,22,7,7,3,18,14,0,0,21,3,17,22,15,4,19,4,7,8,7,0,5,10,13,16,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND B was -33.3 percent (144 scripts) in the past 1 year.",2025-07-08
HCP2181,Amanda Briggs,"6162 Kathy Lakes Suite 041, New Randyhaven, CT 54778, Zacharyville, Maryland 98065",Endocrinology,787,245,163,285,44,458,101,573,443,86,44,529,564,24,2335,117,564,210,761,22,661,325,49,566,18,12,14,9,36,13,46,31,65,14,32,39,56,64,45,35,41,0,43,11,11,30,19,5,22,2,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND B was -42.4 percent (325 scripts) in the past 1 year.",2025-01-31
HCP2182,Jennifer Richardson,"1723 Jennifer Trace, West Stephanieshire, NH 67753, South David, Kansas 66534",Urology,727,623,533,135,390,202,154,86,46,23,17,15,17,98,2097,219,263,236,703,143,533,38,67,11,12,4,5,22,35,44,27,27,20,3,1,19,11,10,4,3,1,4,3,5,1,2,6,4,4,7,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND B was 123.5 percent (38 scripts) in the past 1 year.",2025-07-03
HCP2183,Janet Shelton,"661 Christopher Trail Suite 545, North Christophershire, AZ 72034, Bauerstad, Oklahoma 65674",Endocrinology,828,115,60,351,144,333,233,501,390,35,76,109,380,160,4000,644,718,738,483,684,733,290,429,132,16,11,35,43,22,29,28,15,24,47,21,22,56,32,38,13,9,24,37,34,10,11,32,16,15,12,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND B was -23.7 percent (290 scripts) in the past 1 year.",2025-08-24
HCP2184,Jonathan Thomas,"USNS Robinson, FPO AA 84352, Contrerasfurt, Kentucky 06764",Gastroenterology,786,316,47,258,525,3,16,50,32,11,7,16,48,193,2205,435,598,770,178,68,156,4,4,14,19,11,12,59,24,9,48,19,55,41,44,16,19,54,2,1,4,2,4,3,1,3,1,4,0,0,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND B was -91.7 percent (4 scripts) in the past 1 year.",2025-06-07
HCP2185,Mike Roberts,"USNS Ramos, FPO AA 44295, Marymouth, Hawaii 23712",Gastroenterology,399,157,150,359,11,29,152,346,162,5,179,158,202,173,1048,199,284,69,77,332,87,149,225,168,7,2,22,5,17,8,30,1,13,17,29,12,25,13,23,1,25,15,17,28,22,17,1,11,26,5,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND B was -26.2 percent (149 scripts) in the past 1 year.",2025-11-10
HCP2186,Jay Brown,"411 Michael Greens Apt. 804, Nicholasbury, HI 78017, Newmanmouth, Kansas 87690",Endocrinology,110,63,55,19,55,36,15,63,13,10,40,21,63,14,269,99,13,89,31,9,28,60,18,50,6,6,0,9,4,3,9,1,0,9,4,8,4,9,4,4,1,5,4,0,0,1,1,0,2,3,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND B was -4.8 percent (60 scripts) in the past 1 year.",2025-12-23
HCP2187,Mary White,"044 Davis Meadow, Port Joshuamouth, MH 06150, South Carolinefurt, New Mexico 52221",Dermatology,949,468,57,788,3,158,106,651,71,212,368,447,598,357,2183,358,170,60,873,639,83,564,404,114,8,1,25,9,43,44,11,51,60,22,5,14,59,4,28,35,32,47,33,13,11,51,20,24,46,28,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND B was -5.7 percent (564 scripts) in the past 1 year.",2025-09-30
HCP2188,Matthew Johnson,"0713 Natasha Plaza Suite 401, North Lesliestad, MS 49716, West Rhondaville, California 95292",Gastroenterology,102,57,31,65,18,19,41,52,47,3,2,43,51,51,330,22,13,52,101,82,60,44,45,29,10,1,2,0,6,8,2,2,1,2,7,4,5,7,1,2,3,3,4,0,0,0,0,4,0,2,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND B was -13.7 percent (44 scripts) in the past 1 year.",2025-02-24
HCP2189,Jennifer Wong,"6547 John Ridges, South Robertbury, MN 51481, Lake Eric, New Jersey 09996",Neurology,980,706,380,202,468,310,350,610,285,206,119,121,266,281,2173,380,762,52,294,410,275,394,290,147,8,0,63,65,59,61,23,7,76,72,7,53,39,40,25,15,44,14,29,17,33,14,0,35,41,17,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND B was 48.1 percent (394 scripts) in the past 1 year.",2025-06-29
HCP2190,Katherine Raymond,"790 Braun Mall, West Christina, OR 59023, Jenniferbury, Kentucky 42887",Pediatrics,282,132,35,33,50,199,42,62,18,3,41,43,58,122,773,211,219,90,88,145,20,13,56,45,5,1,18,21,0,22,7,10,15,5,2,18,18,8,5,2,5,2,5,0,5,4,5,5,2,4,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND B was -77.6 percent (13 scripts) in the past 1 year.",2025-08-11
HCP2191,Dalton Potts,"67134 Daniel Flat, Adamsfort, WI 74619, Davidfort, West Virginia 99024",Dermatology,914,549,480,542,68,304,64,869,559,298,12,309,661,101,2777,189,671,771,336,100,710,758,91,135,14,8,16,41,73,47,43,58,21,59,58,43,54,60,15,54,53,50,37,42,19,34,26,39,45,6,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND B was 14.7 percent (758 scripts) in the past 1 year.",2025-06-07
HCP2192,James Collins,"62571 Mercer Lodge, South Rachael, NJ 70302, Port Williehaven, Arizona 90745",Gastroenterology,267,221,175,200,3,64,47,184,176,8,0,30,173,23,831,259,69,179,83,22,219,100,82,8,6,5,10,11,17,19,14,20,7,12,19,12,16,1,9,8,7,5,8,9,1,13,4,6,7,10,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND B was -42.2 percent (100 scripts) in the past 1 year.",2025-07-26
HCP2193,Meghan Anderson,"8609 Brittany Parkway, Garzaborough, OR 86700, East Ricardoshire, Massachusetts 28218",Pediatrics,223,149,55,186,32,5,19,63,46,14,3,34,60,78,699,121,156,2,10,215,195,8,61,15,13,13,15,6,6,8,17,1,13,0,15,11,1,17,2,3,1,5,1,0,0,2,4,3,5,1,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND B was -86.7 percent (8 scripts) in the past 1 year.",2025-11-08
HCP2194,Nicole Farrell,"022 Hall Summit, Clarkeburgh, MI 13541, Adamburgh, Pennsylvania 38032",Psychiatry,453,366,40,251,68,134,94,411,385,2,24,74,386,78,1280,170,239,284,99,132,356,113,349,186,8,2,16,3,24,19,22,17,27,17,19,8,33,5,3,17,16,5,17,12,28,6,29,14,25,17,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND B was -70.7 percent (113 scripts) in the past 1 year.",2025-11-04
HCP2195,Katelyn Simpson,"163 Zachary Manors, Sextonton, NM 73952, Floresburgh, Hawaii 26428",Pediatrics,240,104,52,98,84,58,68,171,122,36,13,64,102,20,651,53,136,96,88,133,145,145,40,86,6,4,15,20,14,19,19,12,14,12,2,0,9,16,3,2,8,6,6,12,11,3,11,6,0,3,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND B was 42.2 percent (145 scripts) in the past 1 year.",2025-04-19
HCP2196,Molly Sutton,"2021 Howard Locks, Brownhaven, WV 49740, Riosfort, Missouri 11423",Psychiatry,618,544,235,32,2,584,223,295,104,70,121,24,270,295,2266,276,441,397,546,94,512,4,159,128,17,11,51,24,42,1,3,40,19,39,4,37,25,26,21,17,10,5,18,0,12,8,11,1,23,16,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND B was -98.5 percent (4 scripts) in the past 1 year.",2025-05-06
HCP2197,Tracy White,"Unit 5872 Box 4830, DPO AA 95827, South Kayla, Montana 27701",Dermatology,194,141,33,22,41,131,79,65,30,9,26,28,62,68,578,146,130,76,140,10,76,45,47,22,7,0,12,10,4,9,16,15,10,13,0,12,9,2,4,2,5,5,3,1,2,1,1,4,5,2,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND B was -27.4 percent (45 scripts) in the past 1 year.",2025-01-18
HCP2198,Joe Carter,"PSC 2298, Box 0476, APO AP 54194, New Mark, Louisiana 42181",Endocrinology,524,409,304,437,4,83,243,339,18,82,239,214,277,252,2379,502,417,125,429,419,487,133,96,330,13,8,11,19,22,15,33,21,23,1,3,17,30,17,6,14,21,20,23,27,23,3,21,18,16,2,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND B was -52.0 percent (133 scripts) in the past 1 year.",2025-05-12
HCP2199,Nathan Mason,"69235 Diane Club, Montoyaberg, NY 11368, Markberg, Missouri 11667",Radiology,329,245,245,198,6,125,47,278,54,129,95,189,262,44,681,160,277,79,16,1,148,100,274,180,20,13,7,4,19,0,2,11,11,27,11,3,16,9,21,15,19,10,12,2,7,6,0,23,0,17,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND B was -61.8 percent (100 scripts) in the past 1 year.",2025-04-09
HCP2200,Tara Hensley,"1824 Barron Green, Schaeferview, NM 70685, Rebeccabury, Wisconsin 47248",Cardiology,348,325,254,99,212,37,45,235,99,130,6,140,214,20,1268,267,40,303,203,177,278,110,107,117,7,5,8,19,4,26,20,5,27,10,1,10,28,29,13,8,0,19,2,18,14,13,1,9,12,0,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND B was -48.6 percent (110 scripts) in the past 1 year.",2025-11-10
HCP2201,Debra Cook,"828 Derek Way, Stephenside, IL 73638, South Jessica, Missouri 26368",Psychiatry,837,785,91,393,76,368,290,370,156,209,5,344,353,418,2200,714,349,326,352,127,332,290,328,162,7,2,58,66,63,41,11,28,22,17,38,33,31,1,17,8,23,25,18,22,18,22,14,16,12,26,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND B was -17.8 percent (290 scripts) in the past 1 year.",2025-04-30
HCP2202,Megan Schultz,"136 Emily Turnpike, West Tracyshire, AZ 76326, New Raymondview, South Carolina 96515",Gastroenterology,334,105,67,130,101,103,57,258,23,209,26,94,101,11,709,49,326,84,104,140,6,166,199,131,7,2,7,1,12,0,17,24,25,5,27,2,17,22,20,7,20,16,2,0,10,19,10,15,17,20,"HCP has confirmed patient with Disease A. For this HCP, the TRx change for BRAND B was 64.4 percent (166 scripts) in the past 1 year.",2025-05-23
HCP2203,Rachael Levy,"119 Johnson Views, Port Amber, NM 87674, Randolphmouth, Montana 29459",Cardiology,902,416,44,487,149,266,57,524,481,14,29,88,400,80,2138,97,443,24,624,186,764,353,254,253,9,2,23,1,39,30,52,53,59,38,51,1,74,57,42,25,38,26,33,17,37,11,4,37,32,28,"HCP has confirmed patient with Disease A. This HCP refers NSCLC patients out to other specialists for treatment/may not treat NSCLC. For this HCP, the TRx change for BRAND B was -11.8 percent (353 scripts) in the past 1 year.",2025-07-22
